,heatingType,newlyConst,balcony,pricetrend,yearConstructed,hasKitchen,cellar,livingSpace,condition,interiorQual,petsAllowed,lift,typeOfFlat,geo_plz,noRooms,thermalChar,floor,garden,city,SizePerRoom
141347,unknown,False,True,6.12,2016.0,False,True,79.09,mint_condition,unknown,unknown,True,apartment,60314,3.0,49.0,1.0,False,Frankfurt_am_Main,26.363333333333333
130562,unknown,False,True,4.4,1952.0,False,True,38.36,well_kept,unknown,unknown,False,ground_floor,64295,1.0,146.3,0.0,False,Darmstadt,38.36
110488,district_heating,False,True,1.75,1980.0,False,True,76.36,fully_renovated,normal,negotiable,False,unknown,1917,4.0,101.0,0.0,False,Bautzen_Kreis,19.09
199522,central_heating,False,True,5.09,1966.0,False,True,113.0,modernized,sophisticated,negotiable,False,apartment,34246,4.0,170.5,1.0,True,Kassel_Kreis,28.25
182021,unknown,False,False,0.7,1911.0,False,True,60.0,unknown,unknown,unknown,False,apartment,9123,2.0,143.8,1.0,False,Chemnitz,30.0
193257,gas_heating,False,False,2.13,1994.0,False,True,54.45,unknown,unknown,unknown,False,roof_storey,8525,2.0,127.0,3.0,False,Plauen,27.225
206595,heat_pump,True,True,3.5,2019.0,False,True,143.05,first_time_use,sophisticated,negotiable,True,terraced_flat,4442,4.0,38.3,0.0,False,Leipzig_Kreis,35.7625
125483,central_heating,False,True,1.19,1960.0,False,False,46.06,well_kept,unknown,unknown,True,roof_storey,38259,2.0,131.1,5.0,False,Salzgitter,23.03
83570,central_heating,False,True,3.78,1994.0,True,True,94.0,well_kept,normal,no,False,apartment,83569,3.0,93.31,1.0,True,Rosenheim_Kreis,31.333333333333332
58263,district_heating,False,False,2.42,1927.0,False,True,60.28,well_kept,normal,negotiable,False,roof_storey,46045,3.5,108.0,2.0,False,Oberhausen,17.222857142857144
7572,central_heating,False,True,3.99,1954.0,False,True,59.23,well_kept,normal,negotiable,False,apartment,45892,3.5,102.2,1.0,True,Gelsenkirchen,16.922857142857143
188967,district_heating,False,True,1.89,1972.0,False,True,68.0,first_time_use_after_refurbishment,sophisticated,yes,True,apartment,7629,2.0,115.5,5.0,False,Saale_Holzland_Kreis,34.0
66327,central_heating,False,False,2.58,1976.0,False,False,95.42,refurbished,unknown,negotiable,False,apartment,4357,3.0,96.1,13.0,False,Leipzig,31.80666666666667
259830,central_heating,False,True,1.6,2001.0,False,True,41.67,first_time_use,unknown,unknown,False,ground_floor,9599,1.0,93.3,2.0,False,Mittelsachsen_Kreis,41.67
259354,central_heating,False,True,3.66,1997.0,True,True,62.0,unknown,normal,unknown,False,roof_storey,17179,2.5,81.7,3.0,False,Güstrow_Kreis,24.8
45852,district_heating,False,False,1.23,1952.0,False,False,70.63,fully_renovated,unknown,no,False,apartment,16278,4.0,86.0,4.0,False,Uckermark_Kreis,17.6575
195065,gas_heating,False,False,2.04,1962.0,False,True,58.5,refurbished,unknown,unknown,False,apartment,2956,3.0,109.8,1.0,False,Görlitz_Kreis,19.5
217877,central_heating,False,True,3.74,1971.0,False,True,75.08,unknown,unknown,unknown,True,apartment,44359,3.0,119.0,8.0,False,Dortmund,25.026666666666667
133807,central_heating,False,False,5.88,1968.0,False,True,80.0,well_kept,normal,negotiable,False,roof_storey,13465,3.0,173.5,2.0,False,Berlin,26.666666666666668
154282,district_heating,False,True,3.45,2015.0,False,False,49.82,well_kept,normal,negotiable,True,ground_floor,24143,1.0,46.1,0.0,False,Kiel,49.82
254313,gas_heating,False,True,7.87,1958.0,False,True,51.05,modernized,unknown,unknown,False,apartment,13507,2.0,136.55,2.0,False,Berlin,25.525
72454,district_heating,True,True,7.82,2019.0,True,False,64.78,first_time_use,sophisticated,negotiable,True,apartment,10557,2.0,66.2,2.0,False,Berlin,32.39
141442,central_heating,False,True,0.0,1911.0,False,True,60.0,fully_renovated,normal,unknown,False,apartment,4600,2.0,167.5,1.0,True,Altenburger_Land_Kreis,30.0
172247,unknown,False,True,1.69,1993.0,True,True,30.38,well_kept,normal,negotiable,False,roof_storey,39326,1.0,149.1,3.0,False,Börde_Kreis,30.38
55272,floor_heating,True,True,5.36,2019.0,True,False,75.0,mint_condition,unknown,unknown,True,other,60314,3.0,58.0,4.0,False,Frankfurt_am_Main,25.0
46656,district_heating,False,False,3.17,1953.0,False,False,50.0,mint_condition,normal,no,False,roof_storey,46145,2.0,107.8,3.0,False,Oberhausen,25.0
13409,central_heating,False,True,3.27,1937.0,True,False,100.0,well_kept,sophisticated,negotiable,False,apartment,41061,3.0,283.0,1.0,False,Mönchengladbach,33.333333333333336
223787,central_heating,False,True,5.08,1972.0,True,False,36.38,well_kept,unknown,unknown,True,apartment,25524,1.0,116.0,18.0,False,Steinburg_Kreis,36.38
93593,wood_pellet_heating,False,True,5.88,2017.0,False,True,50.18,first_time_use_after_refurbishment,sophisticated,negotiable,False,apartment,56410,2.0,58.7,2.0,False,Westerwaldkreis,25.09
205417,self_contained_central_heating,False,False,1.27,1923.0,False,False,60.0,refurbished,normal,unknown,False,unknown,1796,3.0,107.0,1.0,False,Sächsische_Schweiz_Osterzgebirge_Kreis,20.0
253968,unknown,False,False,1.73,1965.0,False,False,26.72,well_kept,unknown,unknown,True,apartment,1069,1.0,95.9,4.0,True,Dresden,26.72
92764,district_heating,True,True,7.56,2019.0,True,True,63.49,first_time_use,sophisticated,negotiable,True,apartment,10557,2.0,77.3,2.0,False,Berlin,31.745
215682,central_heating,False,False,4.91,1895.0,False,False,118.07,refurbished,normal,unknown,False,apartment,14471,4.0,129.6,3.0,False,Potsdam,29.5175
22906,unknown,False,True,0.0,1936.0,False,False,52.88,unknown,unknown,unknown,False,raised_ground_floor,8066,2.0,143.0,0.0,False,Zwickau,26.44
157284,district_heating,False,True,5.0,1980.0,False,True,59.2,fully_renovated,normal,unknown,False,apartment,99867,3.0,100.0,4.0,False,Gotha_Kreis,19.733333333333334
135765,unknown,False,True,3.39,1973.0,False,True,60.02,unknown,unknown,unknown,False,apartment,45889,3.5,132.0,1.0,False,Gelsenkirchen,17.14857142857143
122978,central_heating,False,False,5.65,1940.0,True,True,57.0,refurbished,sophisticated,negotiable,False,ground_floor,81549,2.0,81.0,2.0,False,München,28.5
209116,central_heating,False,False,2.36,1999.0,False,False,70.0,unknown,unknown,negotiable,False,roof_storey,46117,3.5,131.0,2.0,False,Oberhausen,20.0
162336,central_heating,False,True,3.81,1959.0,False,True,49.0,well_kept,normal,negotiable,False,unknown,45145,2.0,115.0,3.0,False,Essen,24.5
225075,central_heating,False,True,0.57,1995.0,True,True,79.5,fully_renovated,unknown,unknown,True,apartment,3048,3.0,89.0,3.0,False,Cottbus,26.5
200303,unknown,False,True,1.82,1962.0,False,True,32.01,unknown,unknown,unknown,False,unknown,6231,1.0,94.02,3.0,False,Saalekreis,32.01
92792,district_heating,False,False,0.74,1930.0,False,True,45.0,refurbished,normal,negotiable,False,unknown,9353,2.0,91.0,2.0,True,Zwickau_Kreis,22.5
228187,central_heating,False,True,1.65,1972.0,False,False,59.09,refurbished,unknown,yes,False,apartment,6122,3.0,89.0,4.0,False,Halle_Saale,19.69666666666667
262368,central_heating,False,False,7.59,1905.0,True,True,44.3,fully_renovated,sophisticated,negotiable,False,apartment,13595,2.0,180.0,2.0,False,Berlin,22.15
63429,unknown,False,True,3.85,1984.0,False,True,69.35,well_kept,unknown,unknown,True,apartment,4207,3.0,106.0,2.0,False,Leipzig,23.116666666666664
164975,central_heating,False,False,1.3,1710.0,False,True,78.0,well_kept,unknown,no,False,apartment,91301,3.0,96.2,1.0,False,Forchheim_Kreis,26.0
226127,central_heating,False,True,4.15,1958.0,True,True,59.0,mint_condition,luxury,yes,False,apartment,53840,2.0,42.4,2.0,False,Rhein_Sieg_Kreis,29.5
157397,central_heating,False,False,2.56,1991.0,True,True,52.0,well_kept,normal,negotiable,False,roof_storey,30457,2.0,158.0,3.0,False,Hannover,26.0
60349,central_heating,False,False,0.74,1896.0,True,False,40.77,refurbished,normal,negotiable,True,unknown,1587,1.0,97.4,2.0,False,Meißen_Kreis,40.77
98232,central_heating,False,False,0.4,1920.0,False,True,56.3,fully_renovated,unknown,unknown,False,unknown,9648,3.0,150.0,2.0,False,Mittelsachsen_Kreis,18.766666666666666
138312,central_heating,False,True,3.57,1957.0,True,True,64.48,fully_renovated,sophisticated,unknown,False,apartment,25704,3.0,244.0,2.0,True,Dithmarschen_Kreis,21.493333333333336
175537,central_heating,False,True,6.36,1959.0,True,True,77.54,refurbished,unknown,negotiable,True,apartment,10707,2.0,163.0,2.0,False,Berlin,38.77
80963,central_heating,False,True,1.69,2001.0,False,True,105.0,well_kept,sophisticated,no,False,maisonette,58099,4.0,134.3,3.0,False,Hagen,26.25
8688,district_heating,False,True,3.11,1989.0,False,True,70.0,refurbished,unknown,negotiable,False,apartment,2785,3.0,78.0,5.0,False,Görlitz_Kreis,23.333333333333332
71100,central_heating,False,True,3.79,1971.0,False,True,103.0,modernized,normal,no,False,apartment,36329,4.0,107.2,2.0,True,Vogelsbergkreis,25.75
8690,unknown,False,True,2.69,1993.0,False,True,68.75,well_kept,unknown,negotiable,False,apartment,41334,3.0,132.0,1.0,False,Viersen_Kreis,22.916666666666668
102138,central_heating,False,False,4.69,1963.0,False,True,45.0,unknown,unknown,unknown,False,apartment,32425,2.0,166.1,0.0,True,Minden_Lübbecke_Kreis,22.5
114665,central_heating,False,True,3.33,1965.0,False,True,67.0,unknown,unknown,unknown,False,apartment,44623,3.0,146.0,3.0,False,Herne,22.333333333333332
16435,combined_heat_and_power_plant,True,True,3.68,2019.0,False,False,58.0,first_time_use,sophisticated,negotiable,True,apartment,49074,2.0,42.0,3.0,False,Osnabrück,29.0
225914,unknown,False,False,3.51,1952.0,False,True,51.99,unknown,unknown,unknown,False,ground_floor,44534,3.5,129.0,0.0,False,Unna_Kreis,14.854285714285714
61778,central_heating,False,False,4.6,1963.0,True,True,71.0,well_kept,normal,no,True,apartment,68169,2.5,101.0,3.0,False,Mannheim,28.4
224359,district_heating,False,True,7.41,1982.0,False,True,36.03,unknown,unknown,unknown,True,apartment,12683,1.0,119.0,3.0,False,Berlin,36.03
11829,central_heating,False,False,3.63,1903.0,False,False,44.3,well_kept,unknown,negotiable,False,roof_storey,19053,1.0,148.2,2.0,True,Schwerin,44.3
42138,wood_pellet_heating,False,True,4.67,1907.0,False,True,76.0,first_time_use_after_refurbishment,luxury,no,False,apartment,83080,2.0,45.0,1.0,False,Rosenheim_Kreis,38.0
65951,unknown,False,True,0.59,1994.0,False,True,55.3,unknown,unknown,unknown,False,apartment,9661,2.0,154.0,3.0,False,Mittelsachsen_Kreis,27.65
29516,central_heating,False,True,5.08,1970.0,False,True,91.78,well_kept,normal,negotiable,False,apartment,52511,5.0,196.0,0.0,True,Heinsberg_Kreis,18.356
147268,central_heating,False,False,0.19,1900.0,False,True,72.9,unknown,unknown,unknown,False,unknown,8371,3.0,175.0,3.0,False,Zwickau_Kreis,24.3
135875,electric_heating,False,False,4.46,1914.0,True,True,17.0,refurbished,normal,no,False,apartment,70469,1.0,227.6,2.0,False,Stuttgart,17.0
76338,central_heating,False,False,2.17,1900.0,False,True,34.0,unknown,unknown,negotiable,False,unknown,1157,1.5,132.0,2.0,True,Dresden,22.666666666666668
257084,unknown,False,True,6.9,1980.0,False,False,67.0,unknown,unknown,unknown,True,unknown,81371,2.0,107.0,4.0,False,München,33.5
258861,central_heating,False,False,1.64,1997.0,False,True,51.36,well_kept,normal,yes,True,apartment,6217,2.0,62.0,2.0,True,Saalekreis,25.68
54329,central_heating,False,False,4.11,1995.0,True,True,35.0,modernized,sophisticated,no,False,roof_storey,61130,1.0,97.9,3.0,False,Main_Kinzig_Kreis,35.0
47833,central_heating,False,True,4.08,1960.0,True,False,50.17,unknown,unknown,negotiable,False,unknown,8525,2.0,66.4,2.0,False,Plauen,25.085
254322,district_heating,False,True,2.81,1987.0,False,True,68.5,modernized,normal,negotiable,True,apartment,39104,3.0,60.0,2.0,True,Magdeburg,22.833333333333332
35016,unknown,False,True,8.79,1900.0,True,True,205.19,first_time_use_after_refurbishment,luxury,unknown,True,apartment,10179,7.0,119.3,4.0,False,Berlin,29.312857142857144
89705,unknown,False,False,1.48,1960.0,False,True,68.5,well_kept,unknown,unknown,False,apartment,39218,3.0,193.0,2.0,False,Salzlandkreis,22.833333333333332
265022,unknown,False,False,2.46,1984.0,False,True,27.36,unknown,unknown,unknown,False,apartment,18146,1.0,75.0,2.0,False,Rostock,27.36
239629,central_heating,False,True,2.6,1985.0,False,True,57.1,first_time_use_after_refurbishment,unknown,unknown,False,apartment,18374,2.0,58.7,3.0,False,Nordvorpommern_Kreis,28.55
98311,combined_heat_and_power_plant,False,True,2.67,1935.0,False,True,56.11,refurbished,normal,negotiable,False,unknown,1159,2.0,92.0,2.0,False,Dresden,28.055
236818,central_heating,False,True,1.72,1966.0,False,True,65.08,modernized,normal,unknown,True,apartment,52349,2.0,69.0,1.0,False,Düren_Kreis,32.54
143725,central_heating,False,False,2.04,1913.0,False,True,50.0,unknown,unknown,negotiable,False,apartment,8412,2.0,93.4,1.0,False,Zwickau_Kreis,25.0
178885,gas_heating,False,True,2.47,1992.0,False,True,74.0,refurbished,unknown,no,False,unknown,1277,3.0,177.0,3.0,True,Dresden,24.666666666666668
185884,central_heating,False,False,1.75,1907.0,False,True,48.0,well_kept,normal,negotiable,False,apartment,4668,2.0,128.0,2.0,True,Leipzig_Kreis,24.0
54775,central_heating,False,False,3.39,1930.0,False,False,44.66,refurbished,normal,unknown,False,roof_storey,4435,2.0,168.4,3.0,False,Nordsachsen_Kreis,22.33
95958,floor_heating,False,True,5.66,2017.0,False,False,75.5,first_time_use,sophisticated,unknown,True,apartment,60486,2.0,52.9,3.0,False,Frankfurt_am_Main,37.75
85860,gas_heating,True,True,2.9,2019.0,True,False,82.0,first_time_use,sophisticated,no,False,ground_floor,26871,2.0,21.0,1.0,True,Emsland_Kreis,41.0
137738,unknown,False,True,1.62,1983.0,False,False,34.38,unknown,unknown,unknown,False,unknown,39128,1.0,84.0,6.0,False,Magdeburg,34.38
102039,unknown,False,False,4.59,1954.0,False,False,43.8,unknown,unknown,unknown,False,unknown,87700,2.0,197.1,0.0,False,Memmingen,21.9
59555,central_heating,False,True,3.45,1962.0,False,True,60.33,unknown,unknown,unknown,False,apartment,45701,3.0,121.0,1.0,False,Recklinghausen_Kreis,20.11
268163,central_heating,False,True,2.47,1993.0,False,False,60.58,unknown,unknown,no,True,ground_floor,27576,2.0,91.0,1.0,False,Bremerhaven,30.29
34740,central_heating,False,False,2.53,1963.0,False,True,60.6,well_kept,normal,negotiable,False,apartment,3172,3.0,124.0,1.0,False,Spree_Neiße_Kreis,20.2
147062,central_heating,False,True,1.94,1996.0,False,True,35.0,fully_renovated,normal,negotiable,True,apartment,1127,1.0,114.9,2.0,False,Dresden,35.0
90670,oil_heating,False,True,4.19,1972.0,True,False,28.0,well_kept,simple,no,True,apartment,67061,1.0,134.0,2.0,False,Ludwigshafen_am_Rhein,28.0
195742,central_heating,False,True,2.26,1972.0,False,True,75.05,negotiable,normal,negotiable,False,apartment,42855,3.0,217.0,1.0,False,Remscheid,25.016666666666666
175825,central_heating,False,True,2.79,1963.0,False,True,92.0,well_kept,unknown,no,False,apartment,47799,3.0,182.0,1.0,False,Krefeld,30.666666666666668
190006,wood_pellet_heating,False,True,5.18,2016.0,False,True,70.0,fully_renovated,luxury,no,False,ground_floor,78661,3.0,24.38,0.0,False,Rottweil_Kreis,23.333333333333332
36022,central_heating,False,True,2.35,1920.0,False,False,105.0,refurbished,normal,unknown,False,unknown,2994,3.0,85.0,2.0,False,Bautzen_Kreis,35.0
170136,district_heating,False,True,4.84,1984.0,False,True,26.26,well_kept,unknown,yes,False,apartment,18528,1.0,75.0,2.0,False,Rügen_Kreis,26.26
9524,unknown,False,True,2.57,1981.0,False,True,27.3,unknown,unknown,negotiable,True,other,17235,1.0,141.0,0.0,False,Mecklenburg_Strelitz_Kreis,27.3
9998,gas_heating,False,True,2.82,1974.0,False,True,81.0,well_kept,normal,unknown,True,apartment,52078,3.0,177.0,4.0,False,Aachen,27.0
70565,district_heating,True,True,5.19,2019.0,True,False,91.41,first_time_use,luxury,unknown,True,apartment,70173,3.0,62.0,3.0,False,Stuttgart,30.47
167581,central_heating,False,False,0.59,1983.0,False,True,51.5,refurbished,normal,negotiable,False,apartment,8412,2.0,128.0,5.0,False,Zwickau_Kreis,25.75
251261,central_heating,False,True,2.82,1900.0,True,True,106.0,modernized,sophisticated,no,False,maisonette,41515,3.0,204.01,3.0,True,Neuss_Rhein_Kreis,35.333333333333336
108250,unknown,False,True,0.36,1999.0,False,False,74.0,unknown,unknown,unknown,False,unknown,9112,3.0,99.0,1.0,False,Chemnitz,24.666666666666668
204055,central_heating,False,True,3.34,1967.0,False,True,72.0,well_kept,normal,unknown,False,apartment,45731,3.0,115.29,1.0,False,Recklinghausen_Kreis,24.0
25188,central_heating,False,False,1.94,1996.0,False,False,85.0,fully_renovated,normal,negotiable,False,other,8523,3.0,140.3,3.0,False,Plauen,28.333333333333332
31852,central_heating,False,False,2.34,1990.0,False,True,61.85,well_kept,unknown,negotiable,False,apartment,58455,3.0,193.0,1.0,True,Ennepe_Ruhr_Kreis,20.616666666666667
96421,central_heating,False,True,3.75,1979.0,False,True,90.73,well_kept,normal,yes,False,apartment,4205,3.0,80.8,6.0,False,Leipzig,30.243333333333336
84526,central_heating,False,False,0.82,1940.0,False,True,48.73,modernized,normal,unknown,False,ground_floor,38226,2.0,107.0,1.0,False,Salzgitter,24.365
229820,central_heating,False,False,3.08,1910.0,False,True,80.0,well_kept,unknown,unknown,False,apartment,47057,4.0,120.5,2.0,False,Duisburg,20.0
120530,central_heating,False,False,4.32,1995.0,False,True,47.63,fully_renovated,normal,unknown,False,apartment,14772,1.0,101.9,0.0,False,Brandenburg_an_der_Havel,47.63
114854,wood_pellet_heating,False,False,0.51,2017.0,True,True,95.0,fully_renovated,sophisticated,no,False,apartment,79739,4.0,89.1,2.0,False,Lörrach_Kreis,23.75
213603,self_contained_central_heating,False,True,2.02,1988.0,True,False,129.0,well_kept,sophisticated,negotiable,False,unknown,27432,2.5,209.6,1.0,False,Rotenburg_Wümme_Kreis,51.6
195718,central_heating,False,True,2.36,1971.0,True,False,56.07,unknown,unknown,negotiable,False,apartment,21640,2.0,119.8,1.0,False,Stade_Kreis,28.035
93632,central_heating,False,True,4.16,1978.0,False,True,130.0,well_kept,sophisticated,unknown,True,apartment,50996,3.0,156.0,2.0,False,Köln,43.333333333333336
261261,central_heating,False,True,4.17,1966.0,False,True,53.09,well_kept,normal,negotiable,True,apartment,40470,2.0,164.0,1.0,False,Düsseldorf,26.545
214228,unknown,False,True,0.38,1997.0,False,True,58.86,well_kept,normal,negotiable,False,apartment,38820,2.0,89.0,1.0,False,Harz_Kreis,29.43
224109,central_heating,False,False,1.72,1993.0,False,True,73.0,modernized,normal,no,False,roof_storey,45772,3.5,178.6,1.0,False,Recklinghausen_Kreis,20.857142857142858
